start,end
1613028600.0,1613068200.0
1613026200.0,1613051400.0
1613026200.0,1613062200.0
1611816600.0,1611845400.0
1611648600.0,1611663000.0
1611646800.0,1611733200.0
1611569100.0,1611576300.0
1611564000.0,1611596400.0
1611327000.0,1611337800.0
1611303300.0,1611335700.0
1611211800.0,1611237000.0
1611208800.0,1611259200.0
1611152400.0,1611159600.0
1611124500.0,1611153300.0
1610960400.0,1610982000.0
1609923300.0,1609934100.0
1609918500.0,1610004900.0
1609840200.0,1609854600.0
1609835700.0,1609875300.0
1609748100.0,1609787700.0
1610714400.0,1610736000.0
1610697600.0,1610730000.0
1610607600.0,1610694000.0
1610609400.0,1610645400.0
1613913300.0,1613920500.0
1613817600.0,1613839200.0
1610524200.0,1610545800.0
1613730300.0,1614011100.0
1610521500.0,1610561100.0
1613635800.0,1613650200.0
1613632200.0,1613718600.0
1613549100.0,1613563500.0
1610365500.0,1610451900.0
1613475600.0,1613493600.0
1610347500.0,1610372700.0
1613461800.0,1613548200.0
1610294100.0,1610297700.0
1613458200.0,1613483400.0
1610190300.0,1610208300.0
1613394000.0,1613415600.0
1613376000.0,1613383200.0
1613230200.0,1613255400.0
1610003400.0,1610089800.0
1613114400.0,1613157600.0
1609932600.0,1609943400.0
1609934100.0,1609941300.0
1612942800.0,1612982400.0
1610709300.0,1610723700.0
1610699100.0,1610731500.0
1610695500.0,1610781900.0
1610435700.0,1610471700.0
1610183100.0,1610208300.0
1610117400.0,1610124600.0
1610114400.0,1610132400.0
1610007900.0,1610033100.0
1610004900.0,1610008500.0
1609998600.0,1610038200.0
1609853100.0,1609871100.0
1609858800.0,1609869600.0
1609872300.0,1609875900.0
1609834200.0,1609848600.0
1609833600.0,1609858800.0
1609747800.0,1609765800.0
1609742700.0,1609760700.0
1611762900.0,1611770100.0
1611730200.0,1611766200.0
1611671400.0,1611678600.0
1611557100.0,1611585900.0
1611302400.0,1611388800.0
1611302100.0,1611320100.0
1611300600.0,1611336600.0
1611298500.0,1611334500.0
1611213600.0,1611253200.0
1611141300.0,1611166500.0
1611126900.0,1611213300.0
1611125400.0,1611150600.0
1611822300.0,1611851100.0
1611745800.0,1611753000.0
1611736200.0,1611775800.0
1611578400.0,1611596400.0
1611318300.0,1611339900.0
1611299700.0,1611317700.0
1611302400.0,1611331200.0
1611211500.0,1611233100.0
1611126600.0,1611151800.0
1611042600.0,1611129000.0
1611041700.0,1611063300.0
1611041100.0,1611077100.0
1612939800.0,1612975800.0
1612773000.0,1612783800.0
1612764000.0,1612850400.0
1612612200.0,1612626600.0
1612519200.0,1612551600.0
1612512600.0,1612548600.0
1612420500.0,1612506900.0
1612176900.0,1612187700.0
1612162800.0,1612195200.0
1612020600.0,1612024200.0
1612014900.0,1612101300.0
1611908100.0,1611947700.0
1611907200.0,1611993600.0
1611903000.0,1611928200.0
1609850700.0,1609879500.0
1609833600.0,1609873200.0
1609832100.0,1609918500.0
1609772100.0,1609775700.0
1610698200.0,1610712600.0
1610697600.0,1610784000.0
1610614800.0,1610622000.0
1610611800.0,1610626200.0
1610611500.0,1610643900.0
1610525700.0,1610540100.0
1610523000.0,1610609400.0
1610520300.0,1610545500.0
1610352600.0,1610367000.0
1610350200.0,1610436600.0
1610184600.0,1610191800.0
1610110200.0,1610135400.0
1609917600.0,1609957200.0
1609918500.0,1609922100.0
1609832400.0,1609864800.0
1610013600.0,1610024400.0
1609832100.0,1609918500.0
1609828500.0,1609853700.0
1609941300.0,1609944900.0
1609745400.0,1609831800.0
1609743000.0,1609768200.0
1610707200.0,1610988000.0
1610693400.0,1610715000.0
1610523600.0,1610527200.0
1610521800.0,1610608200.0
1610523000.0,1610559000.0
1610449200.0,1610470800.0
1610436600.0,1610523000.0
1610434200.0,1610459400.0
1610093400.0,1610107800.0
1610092200.0,1610178600.0
1610024400.0,1610028000.0
1610012100.0,1610015700.0
1610010600.0,1610014200.0
1610002200.0,1610009400.0
1609858800.0,1609873200.0
1609839000.0,1609857000.0
1609830600.0,1609863000.0
1609741800.0,1609777800.0
1609740300.0,1609769100.0
1611836100.0,1611846900.0
1611833700.0,1611851700.0
1611750900.0,1611768900.0
1611735000.0,1611749400.0
1611733200.0,1611751200.0
1611312600.0,1611316200.0
1611302400.0,1611334800.0
1611216000.0,1611252000.0
1611210000.0,1611235200.0
1611214200.0,1611250200.0
1612860600.0,1612864200.0
1612790400.0,1612812000.0
1612788300.0,1612806300.0
1612789200.0,1612810800.0
1612772400.0,1612801200.0
1612765800.0,1612852200.0
1612690500.0,1612719300.0
1612513800.0,1612549800.0
1612461600.0,1612465200.0
1612438800.0,1612456800.0
1612369500.0,1612380300.0
1612361400.0,1612379400.0
1612357200.0,1612368000.0
1612346400.0,1612368000.0
1612332000.0,1612418400.0
1612246500.0,1612293300.0
1612175400.0,1612207800.0
1612165800.0,1612201800.0
1611903000.0,1611913800.0
1612941000.0,1612962600.0
1612864800.0,1612897200.0
1612858200.0,1612872600.0
1612855800.0,1612877400.0
1612512600.0,1612527000.0
1612510200.0,1612549800.0
1612422900.0,1612462500.0
1612335000.0,1612371000.0
1612176900.0,1612194900.0
1612000200.0,1612018200.0
1611918300.0,1611939900.0
1611906900.0,1611950100.0
1613981400.0,1613995800.0
1613909700.0,1613934900.0
1613718600.0,1613758200.0
1613463000.0,1613477400.0
1613389500.0,1613407500.0
1613376300.0,1613390700.0
1613375400.0,1613411400.0
1611821700.0,1611836100.0
1611816600.0,1611852600.0
1613147700.0,1613165700.0
1611730800.0,1611752400.0
1613118600.0,1613147400.0
1613117400.0,1613131800.0
1612944600.0,1612959000.0
1611403200.0,1611417600.0
1611305400.0,1611312600.0
1611216600.0,1611231000.0
1611158100.0,1611168900.0
1611130500.0,1611144900.0
1611127800.0,1611160200.0
1610975700.0,1610997300.0
1610957700.0,1610997300.0
1610805900.0,1610816700.0
1610804700.0,1610815500.0
1610627400.0,1610634600.0
1610612100.0,1610651700.0
1610609100.0,1610645100.0
1610607000.0,1610632200.0
1610533800.0,1610544600.0
1610522700.0,1610558700.0
1610438100.0,1610524500.0
1610437200.0,1610523600.0
1610436300.0,1610457900.0
1610352600.0,1610385000.0
1610352600.0,1610381400.0
1610283300.0,1610286900.0
1610272500.0,1610294100.0
1610197800.0,1610212200.0
1610174400.0,1610188800.0
1610008500.0,1610012100.0
1609999200.0,1610085600.0
1610003400.0,1610046600.0
1610807100.0,1610832300.0
